0.5,0.007,0.000,0.00
1.0,0.025,0.000,0.00
1.5,0.045,0.000,0.00
2.0,0.061,0.000,0.00
2.5,0.081,0.000,0.00
3.0,0.098,0.000,0.00
3.5,0.116,-0.000,-0.03
4.0,0.136,-0.001,-0.07
4.5,0.145,-0.002,-0.11
5.0,0.167,-0.005,-0.20
5.5,0.178,-0.008,-0.26
6.0,0.204,-0.018,-0.51
6.5,0.219,-0.028,-0.69
7.0,0.227,-0.036,-0.87
7.5,0.239,-0.057,-1.20
8.0,0.244,-0.073,-1.36
8.5,0.247,-0.091,-1.48
9.0,0.248,-0.106,-1.55
9.5,0.248,-0.115,-1.58
10.0,0.247,-0.127,-1.62
10.5,0.245,-0.163,-1.66
11.0,0.244,-0.174,-1.66
11.5,0.244,-0.177,-1.47
12.0,0.244,-0.177,-1.00
12.5,0.244,-0.177,-0.81
13.0,0.244,-0.177,-0.63
13.5,0.244,-0.177,-0.40
14.0,0.244,-0.177,-0.31
14.5,0.244,-0.177,-0.23
15.0,0.244,-0.177,-0.16
15.5,0.244,-0.177,-0.16
16.0,0.244,-0.177,-0.16
16.5,0.244,-0.177,-0.16
17.0,0.244,-0.177,-0.16
17.5,0.244,-0.177,-0.16
18.0,0.244,-0.177,-0.16
18.5,0.244,-0.177,-0.16
19.0,0.244,-0.177,-0.16
19.5,0.244,-0.177,-0.16
